93,7979,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
93,c31dbcb1-5369-4e27-91c4-f20a6f5589c1,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
93,7980,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
93,7981,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
93,8c8fab24-918c-4ecc-b25e-dd775828e8e7,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
93,1a489a28-8ef3-4c95-9a9f-9a2cbf38efb7,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
93,5c26647b-487c-48e2-9337-6a35ad7b03f1,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
93,ae737bbd-27fa-4ab0-94a2-ec099745aaa6,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6598,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6599,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6596,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6605,4a69fe4e-f093-40d5-aebb-810280473002,0,2018-12-20 13:13:42
88,6588,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6582,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,8bc6d2ce-36cc-4924-93a6-8e85f79ea37c,4a69fe4e-f093-40d5-aebb-810280473002,0,2018-12-20 13:13:42
88,6601,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6584,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6604,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,5231ed19-6700-4d9d-af5b-c3e202398cce,4a69fe4e-f093-40d5-aebb-810280473002,0,2018-12-20 13:13:42
88,6595,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6602,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6591,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6614,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6583,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6607,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6615,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6586,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6587,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6611,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6600,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,1284dd1d-a354-4747-87cd-4dccd1fcbf2c,4a69fe4e-f093-40d5-aebb-810280473002,0,2018-12-20 13:13:42
88,6581,4a69fe4e-f093-40d5-aebb-810280473002,0,2018-12-20 13:13:42
88,6606,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6585,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6590,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6609,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6608,4a69fe4e-f093-40d5-aebb-810280473002,0,2018-12-20 13:13:42
88,6613,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6603,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6597,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6612,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6589,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6610,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6594,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6592,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,6593,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
88,127cd820-5e27-4b58-bf60-e6969404f129,4a69fe4e-f093-40d5-aebb-810280473002,1,2018-12-20 13:13:42
89,8226,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,e59445bd-e075-4731-96ff-94fcecd6de49,94c5600f-1f0e-47bb-8780-965f5c47ceb5,0,2018-12-20 13:13:42
89,8214,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8218,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8224,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8231,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8221,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8233,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8217,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8234,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8244,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8236,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8215,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8232,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8235,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8240,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8225,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8242,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8238,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8243,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8223,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,cc2ce4c1-5f67-4627-97de-c37c5c710f42,94c5600f-1f0e-47bb-8780-965f5c47ceb5,0,2018-12-20 13:13:42
89,8229,94c5600f-1f0e-47bb-8780-965f5c47ceb5,0,2018-12-20 13:13:42
89,8213,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8228,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8222,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8239,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8219,94c5600f-1f0e-47bb-8780-965f5c47ceb5,0,2018-12-20 13:13:42
89,28df991a-49dd-475f-97ea-315b00a36a3c,94c5600f-1f0e-47bb-8780-965f5c47ceb5,0,2018-12-20 13:13:42
89,8220,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8237,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8227,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8241,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8230,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,8216,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
89,7adc4534-26d6-4e1e-a2ca-933613397cc2,94c5600f-1f0e-47bb-8780-965f5c47ceb5,0,2018-12-20 13:13:42
89,64ff3500-e602-4ea1-abc2-b66cd2adcf90,94c5600f-1f0e-47bb-8780-965f5c47ceb5,1,2018-12-20 13:13:42
93,8104,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8095,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8124,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8096,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8097,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8093,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8100,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8099,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8098,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,1a489a28-8ef3-4c95-9a9f-9a2cbf38efb7,043cc79a-ee1c-404b-b98e-833020715bab,0,2018-12-20 13:13:42
93,8102,043cc79a-ee1c-404b-b98e-833020715bab,0,2018-12-20 13:13:42
93,8106,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,fb16a9f4-cc28-4812-a007-c88ee41e13e4,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8122,043cc79a-ee1c-404b-b98e-833020715bab,0,2018-12-20 13:13:42
93,8108,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8123,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8110,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8101,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8117,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8120,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8092,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8116,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8115,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8112,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8113,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8094,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,ee3241db-b02c-4c64-9569-2ce52784692e,043cc79a-ee1c-404b-b98e-833020715bab,0,2018-12-20 13:13:42
93,8107,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8119,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8114,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8105,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8121,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,cfa11364-ba25-4f58-a6b8-99eba0aec863,043cc79a-ee1c-404b-b98e-833020715bab,0,2018-12-20 13:13:42
93,8118,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8109,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,8103,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
93,a4887911-5b32-4afa-8fbb-a3337b842150,043cc79a-ee1c-404b-b98e-833020715bab,0,2018-12-20 13:13:42
93,8111,043cc79a-ee1c-404b-b98e-833020715bab,1,2018-12-20 13:13:42
81,8480,31428795-0b63-42f6-bb77-8d8f3a49fc3d,1,2018-12-20 13:13:42
81,8463,31428795-0b63-42f6-bb77-8d8f3a49fc3d,1,2018-12-20 13:13:42
